Date,Last Price
1997-04-30,758.34
1997-03-31,701.68
1997-02-28,736.66
1997-01-31,730.55
1996-12-31,677.48
1996-11-29,693.5
1996-10-31,645.28
1996-09-30,631.59
1996-08-30,590.6
1996-07-31,581.98
1996-06-28,610.11
1996-05-31,602.6
1996-04-30,581.24
1996-03-29,570.15
1996-02-29,572.54
1996-01-31,567.35
1995-12-29,546.5
1995-11-30,540.38
1995-10-31,521.59
1995-09-29,517.46
1995-08-31,493.09
1995-07-31,494.69
1995-06-30,479.4
1995-05-31,461.74
1995-04-28,445.79
1995-03-31,434.48
1995-02-28,421.27
1995-01-31,405.45
1994-12-30,395.63
1994-11-30,388.92
1994-10-31,402.09
1994-09-30,392.93
1994-08-31,398.63
1994-07-29,378.41
1994-06-30,366.72
1994-05-31,374.72
1994-04-29,368.72
1994-03-31,367.06
1994-02-28,384.83
1994-01-31,391.83
